exp,true_bspn,true_aspn,decode,param,nbest,selection_sheme,match,success,bleu,act_f1,avg_act_num,avg_diverse
./experiments/all_multi_acts_sample3_sd666_lr0.005_bs80_sp5_dc3,False,False,greedy,,5,high_test_act_f1,92.49249249248322,78.97897897897107,19.49702303850355,48.79538691936425,1.8131629045417212,2.5307315746532155
model/damd/ckpt/all_multi_acts_sample3_sd666_lr0.005_bs80_sp5_dc3,False,False,greedy,,5,high_test_act_f1,92.49249249248322,78.97897897897107,19.49702303850355,48.79538691936425,1.8131629045417212,2.5307315746532155
